year,net_worth,home_value,mortgage,home_equity,total_net_worth,person1_income,person2_income,taxable_income,taxable_wage_income,non_ss_taxable_income,withdrawal_taxable_income,taxable_withdrawal_basis_portion,taxable_withdrawal_gain_portion,roth_withdrawal_basis_portion,roth_withdrawal_earnings_portion,other_taxable_income,taxable_social_security_income,social_security_taxable_fraction,social_security_provisional_income,tax_phase,tax_mode,tax_filing_status,annual_taxes,annual_federal_taxes,annual_state_taxes,federal_standard_deduction,federal_taxable_after_deduction,federal_effective_rate,state_tax_enabled,state_tax_name,state_tax_filing_status,state_standard_deduction,state_taxable_before_deduction,state_taxable_income,state_effective_rate,state_social_security_taxed,annual_spend,freed_payments,net_flow,required_outflows,event_outflow_total,funding_shortfall,spending_funded_ratio,rmd_required,rmd_withdrawn,rmd_shortfall,withdrawal_cash,withdrawal_taxable,withdrawal_trad_ira,withdrawal_roth,withdrawal_trad_ira_person1,withdrawal_trad_ira_person2,withdrawal_roth_person1,withdrawal_roth_person2,contribution_trad_ira,contribution_roth,contribution_trad_ira_person1,contribution_trad_ira_person2,contribution_roth_person1,contribution_roth_person2,contribution_employee_trad_ira_person1,contribution_employee_roth_person1,contribution_employee_trad_ira_person2,contribution_employee_roth_person2,contribution_employee_trad_ira,contribution_employee_roth,contribution_total,surplus_to_taxable,surplus_to_trad_ira,surplus_to_roth,employer_match_total,employer_match_person1,employer_match_person2,person1_401k_over_irs_cap,person2_401k_over_irs_cap,person1_over_total_limit,person2_over_total_limit,survivor,events_active,taxable,taxable_cost_basis,taxable_unrealized_gain,trad_ira,trad_ira_person1,trad_ira_person2,roth,roth_contribution_basis,roth_earnings,roth_person1,roth_person2,cash,liability_home_mortgage_balance,liability_rav4_hybrid_auto_loan_balance
2036,769630.085976525,391400.00000000006,68860.7032258339,322539.29677416617,1092169.3827506911,68486.57177549467,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,pre_retirement,brackets,single,0.0,0.0,0.0,11161.408723450873,0.0,0.0,1.0,oregon,single,2109.506248732215,0.0,0.0,0.0,0.0,68486.57177549467,4911.019838318384,2306.6911361798475,71090.9004776332,2604.328702138537,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18041.59973018229,7732.114170078124,18041.59973018229,0.0,7732.114170078124,0.0,13878.153638601761,5947.7801308293265,0.0,0.0,13878.153638601761,5947.7801308293265,25773.713900260413,0.0,0.0,0.0,5947.780130829326,5947.780130829326,0.0,0.0,0.0,0.0,0.0,0.0,,65013.75351121754,18848.46543321349,45487.30916778023,534475.5368904038,534475.5368904038,0.0,162456.6366882022,111371.65167697587,51084.98501122637,162456.6366882022,0.0,2306.6911361798475,68860.7032258339,0.0
2037,839988.9469994229,391400.0,49768.60389288657,341631.39610711345,1181620.3431065362,69171.4374932496,0.0,904.8956685694243,0.0,0.0,904.8956685694243,325.08913489028987,904.8956685694243,0.0,0.0,904.8956685694243,0.0,0.0,904.8956685694243,pre_retirement,brackets,single,0.0,0.0,0.0,10836.319148981429,0.0,0.0,1.0,oregon,single,2048.0643191574904,904.8956685694243,0.0,0.0,0.0,69171.4374932496,4767.980425551829,-3539.8642553339337,77479.28217413537,8307.844680885763,0.0,1.0,0.0,0.0,0.0,2306.691136179847,1233.1731191540866,0.0,0.0,0.0,0.0,0.0,0.0,18216.760892611244,7807.183239690533,18216.760892611244,0.0,7807.183239690533,0.0,14012.892994316342,6005.525568992718,0.0,0.0,14012.892994316342,6005.525568992718,26023.944132301775,0.0,0.0,0.0,6005.525568992718,6005.525568992718,0.0,0.0,0.0,0.0,0.0,0.0,,65752.88485663231,17993.8902018502,47746.24199838442,590170.4039176416,590170.4039176416,0.0,179664.33596995554,115935.00040180302,63729.33556815252,179664.33596995554,0.0,0.0,49768.60389288657,0.0
2038,896049.8067676884,391400.0,30750.84962710189,360649.15037289815,1256698.9571405866,69863.1518681821,0.0,12624.837843473511,0.0,12624.837843473511,0.0,0.0,0.0,0.0,0.0,12624.837843473511,0.0,0.0,12624.837843473511,pre_retirement,brackets,single,922.3145424537593,210.41396405789183,711.9005783958675,10520.698202894593,2104.1396405789183,0.016666666666666666,1.0,oregon,single,1988.4119603470779,12624.837843473511,10636.425883126432,0.05638888888888889,0.0,69863.1518681821,4629.10720927362,13876.800929617968,73240.29599131126,2454.829580675405,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18393.622648850196,7882.981135221511,18393.622648850196,0.0,7882.981135221511,0.0,14148.940499115535,6063.831642478086,0.0,0.0,14148.940499115535,6063.831642478086,26276.603784071707,0.0,0.0,0.0,6063.831642478086,6063.831642478086,0.0,0.0,0.0,0.0,0.0,0.0,💰 Part-time consulting,67755.8472666768,17469.796312475923,49431.98031621125,617448.2980962922,617448.2980962922,0.0,192045.730009194,120441.233952506,71604.49605668802,192045.730009194,0.0,13876.800929617968,30750.84962710189,0.0
2039,957336.2785306233,391400.0,11791.692982325416,379608.30701767455,1336944.585548298,87068.04386829854,0.0,20510.254360594507,0.0,12257.124119877195,0.0,0.0,0.0,0.0,0.0,12257.124119877195,8253.130240717312,0.5,20510.254360594507,pre_retirement,brackets,single,1764.2768267883237,1073.1112166952485,691.1656100930751,10214.270099897662,10295.984260696843,0.052320717131474105,1.0,oregon,single,1930.4970488806582,12257.124119877195,10326.627070996536,0.05638888888888889,0.0,87068.04386829854,4494.278843954971,7156.185727122302,96663.26110500841,7830.940409921541,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18572.201509518647,7959.514932650847,18572.201509518647,0.0,7959.514932650847,0.0,14286.30885347588,6122.703794346806,0.0,0.0,14286.30885347588,6122.703794346806,26531.716442169494,604.4464569449437,0.0,0.0,6122.703794346806,6122.703794346806,0.0,0.0,0.0,0.0,0.0,0.0,"💰 Part-time consulting, 🏛️ SS Begins (A)",70487.15413076141,17565.41375061089,53314.23347012694,657565.5967654991,657565.5967654991,0.0,208498.499591932,124892.75177974404,83605.74781218797,208498.499591932,0.0,20428.540199795323,11791.692982325416,0.0
2040,958592.8324951389,391400.0,0.0,391400.0,1349992.832495139,16025.495613043322,0.0,41847.164834182964,0.0,11900.12050473514,16325.373058361001,0.0,0.0,0.0,0.0,28225.49356309614,13621.671271086823,0.85,36238.241369617805,retirement,brackets,single,5774.342402026454,3673.9711329407014,2100.3712690857524,9916.767087279284,31930.397746903684,0.08779498318461011,1.0,oregon,single,1874.2689794957846,28225.49356309614,26351.224583600357,0.07441397842664885,0.0,60000.0,21523.351286230958,-18639.2873183822,68088.25472239162,2313.912320365166,0.0,1.0,0.0,0.0,0.0,2313.912320365166,0.0,16325.373058361001,0.0,16325.373058361001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"🏠 Home Mortgage paid off, 💰 Part-time consulting, 🎉 Retirement (A)",72196.2057765749,17053.79975787465,54928.18522176666,653548.8440106027,653548.8440106027,0.0,211528.37740483508,121255.09881528547,90273.27858954959,211528.37740483508,0.0,18114.627879430158,0.0,0.0
2041,933027.4568408865,391400.0,0.0,391400.0,1324427.4568408865,15558.73360489643,0.0,43134.80148377127,0.0,11553.515053140914,18356.362866468386,0.0,0.0,0.0,0.0,29909.8779196093,13224.923564161965,0.85,37689.24472205751,retirement,brackets,single,6365.072366502458,4107.002035560807,2258.0703309416517,9627.92921095076,33506.8722728205,0.09521318968179315,1.0,oregon,single,1819.678620869694,29909.8779196093,28090.199298739604,0.07549580566697105,0.0,60000.0,20896.457559447532,-25737.778544079832,73746.48476156472,7381.412395062251,0.0,1.0,0.0,0.0,0.0,7381.412395062251,0.0,18356.362866468386,0.0,18356.362866468386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,💰 Part-time consulting,74155.77732377082,16557.087143567624,56927.220324544964,630655.0929067278,630655.0929067278,0.0,208293.15754555992,117723.39690804415,90569.76063751576,208293.15754555992,0.0,10733.215484367909,0.0,0.0
2042,937508.8725014967,391399.99999999994,0.0,391399.99999999994,1328908.8725014967,15105.566606695562,0.0,44405.74189467972,0.0,11217.00490596205,20349.00537302644,0.0,0.0,0.0,0.0,31566.01027898849,12839.731615691227,0.85,39118.79358233627,retirement,brackets,single,6959.403487886045,4543.385264529663,2416.0182233563814,9347.504088301708,35058.23780637801,0.10231526533900809,1.0,oregon,single,1766.6782726890228,31566.01027898849,29799.332006299468,0.07653859965206224,0.0,60000.0,20287.82287325003,-22530.093389248803,69140.48777515645,2181.084287270399,0.0,1.0,0.0,0.0,0.0,2181.084287270399,0.0,20349.00537302644,0.0,20349.00537302644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,💰 Part-time consulting,71049.53866919811,16074.841886958853,55714.8998490042,633333.8646938709,633333.8646938709,0.0,213726.43218663865,114294.56010489722,99431.87208174141,213726.43218663865,0.0,8552.131197097508,0.0,0.0
2043,894342.7208695255,391399.99999999994,0.0,391399.99999999994,1285742.7208695256,14665.598647277244,0.0,59056.95841098711,0.0,0.0,46591.19956080145,0.0,0.0,0.0,0.0,46591.19956080145,12465.758850185657,0.85,53923.99888444007,retirement,brackets,single,11657.8645708836,7918.8629355629155,3739.0016353206834,9075.24668767156,49981.711723315544,0.13408856718380657,1.0,oregon,single,1715.221623969925,46591.19956080145,44875.97793683152,0.08025124209221725,0.0,59999.99999999999,19696.915410922356,-55143.335665104736,89505.84972330433,17847.985152420737,0.0,1.0,0.0,0.0,0.0,8552.131197097508,0.0,46591.19956080145,0.0,46591.19956080145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,💸 Roof replacement,74976.00936093832,15606.642608697915,59931.088177059544,597722.0498124924,597722.0498124924,0.0,223109.42338123516,110965.59233485167,112143.83104638351,223109.42338123516,0.0,0.0,0.0,0.0
2044,837404.5216750074,391399.99999999994,0.0,391399.99999999994,1228804.5216750074,14238.445288618683,0.0,75413.69620336936,0.0,0.0,63311.01770804348,0.0,0.0,0.0,0.0,63311.01770804348,12102.67849532588,0.85,70430.24035235282,retirement,brackets,single,16994.985226490036,11783.032873110762,5211.952353379273,8810.919114244234,66602.77708912513,0.15624526400794975,1.0,oregon,single,1665.2637125921601,63311.01770804348,61645.75399545132,0.08232299119584535,0.0,60000.0,19123.218845555686,-63311.04044746112,96672.7045816355,19677.719355145455,0.0,1.0,0.0,0.0,0.0,0.0,0.0,63311.01770804348,0.0,63311.01770804348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,💸 Vehicle replacement,75073.0284267547,15152.080202619334,61478.05889068703,533681.2735086791,533681.2735086791,0.0,226195.43441160372,107733.58479111812,118461.84962048562,226195.43441160372,0.0,0.0,0.0,0.0
2045,815038.235235147,391399.99999999994,0.0,391399.99999999994,1206438.235235147,13823.73328992105,0.0,47987.63606701353,0.0,0.0,36237.462770580634,0.0,0.0,0.0,0.0,36237.462770580634,11750.173296432893,0.85,43149.329415541164,retirement,brackets,single,8627.432020011425,5774.861313898178,2852.5707061132466,8554.290402178867,39433.34566483467,0.12034060827321706,1.0,oregon,single,1616.760886011806,36237.462770580634,34620.70188456883,0.07871883095604322,0.0,59999.99999999999,18566.231888889015,-42795.75614953849,75185.72132834856,6558.289308337132,0.0,1.0,19552.345613067562,19552.345613067562,0.0,6558.289308337132,0.0,36237.462770580634,0.0,36237.462770580634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,73501.34065646504,14986.314373574402,59035.544864036936,500983.64748299157,500983.64748299157,0.0,220097.50730827457,104595.71338943507,115501.79391883951,220097.50730827457,0.0,12994.056304730431,0.0,0.0
2046,751889.5880971971,391400.0,0.0,391400.0,1143289.588097197,13421.100281476749,0.0,49113.63621680207,0.0,0.0,37705.70097754683,0.0,0.0,0.0,0.0,37705.70097754683,11407.935239255237,0.85,44416.25111828521,retirement,brackets,single,9152.277841450248,6161.875093089855,2990.4027483603927,8305.136312795017,40808.499904007054,0.12546159412611033,1.0,oregon,single,1569.6707631182583,37705.70097754683,36136.030214428574,0.07930903473034838,0.0,60000.0,18025.467853290305,-39643.57484633537,71090.14298110243,1937.865139652171,0.0,1.0,19074.1917945171,19074.1917945171,0.0,1937.865139652171,0.0,37705.70097754683,0.0,37705.70097754683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,74295.17128693534,15169.957735890564,58870.91992259112,437522.02806894574,437522.02806894574,0.0,215407.7984782958,101549.2363004224,114146.95991296848,215407.7984782958,0.0,29507.967153687357,0.0,0.0
2047,781178.0627123878,391400.00000000006,0.0,391400.00000000006,1172578.0627123879,13030.194448035678,0.0,50206.183381657036,0.0,0.0,39130.51810082671,0.0,0.0,0.0,0.0,39130.51810082671,11075.665280830326,0.85,45645.61532484455,retirement,brackets,single,9661.170958498711,6537.472116191148,3123.698842307563,8063.2391386359395,42142.9442430211,0.1302124892962812,1.0,oregon,single,1523.9521972021926,39130.51810082671,37606.56590362452,0.07982768933083889,0.0,60000.00000000001,17500.454226495443,-45312.33895692182,75842.98763145294,6181.816672954221,0.0,1.0,17267.42552959767,17267.42552959767,0.0,6181.816672954221,0.0,39130.51810082671,0.0,39130.51810082671,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,77611.04407256863,15299.481440943795,60678.42542446303,449104.66649255896,449104.66649255896,0.0,222955.0045156511,98591.49155380816,124363.51296184295,222955.0045156511,0.0,29565.210174998447,0.0,0.0
